Month,Sales,Account,business_unit,Currency,Year,Scenario
Jan,-8362230,Cost of Goods Sold,Advertising,USD,2022,Actuals
Jul,-9579056,Cost of Goods Sold,Advertising,USD,2022,Actuals
Jun,-9693159,Cost of Goods Sold,Advertising,USD,2022,Actuals
Mar,-8316059,Cost of Goods Sold,Advertising,USD,2022,Actuals
May,-8624806,Cost of Goods Sold,Advertising,USD,2022,Actuals
Nov,-10593290,Cost of Goods Sold,Advertising,USD,2022,Actuals
Oct,-6023754,Cost of Goods Sold,Advertising,USD,2022,Actuals
Sep,-6228310,Cost of Goods Sold,Advertising,USD,2022,Actuals
Apr,-10159328,Cost of Goods Sold,Advertising,USD,2022,Actuals
Aug,-9973478,Cost of Goods Sold,Advertising,USD,2022,Actuals
Dec,-970183,Commissions Expense,Advertising,USD,2022,Actuals
Feb,-612941,Commissions Expense,Advertising,USD,2022,Actuals
Jan,-915086,Commissions Expense,Advertising,USD,2022,Actuals
Jul,-960417,Commissions Expense,Advertising,USD,2022,Actuals
Jun,-867181,Commissions Expense,Advertising,USD,2022,Actuals
Mar,-823113,Commissions Expense,Advertising,USD,2022,Actuals
May,-880691,Commissions Expense,Advertising,USD,2022,Actuals
Nov,-1132922,Commissions Expense,Advertising,USD,2022,Actuals
Oct,-675831,Commissions Expense,Advertising,USD,2022,Actuals
Sep,-623688,Commissions Expense,Advertising,USD,2022,Actuals
Apr,-916944,Commissions Expense,Advertising,USD,2022,Actuals
Aug,-1047426,Commissions Expense,Advertising,USD,2022,Actuals
Dec,-2424353,Payroll Expense,Advertising,USD,2022,Actuals
Feb,-1474640,Payroll Expense,Advertising,USD,2022,Actuals
Jan,-2065945,Payroll Expense,Advertising,USD,2022,Actuals
Jul,-2387390,Payroll Expense,Advertising,USD,2022,Actuals
Jun,-2325558,Payroll Expense,Advertising,USD,2022,Actuals
Mar,-2117096,Payroll Expense,Advertising,USD,2022,Actuals
May,-2540908,Payroll Expense,Advertising,USD,2022,Actuals
Nov,-3256778,Payroll Expense,Advertising,USD,2022,Actuals
Oct,-1677834,Payroll Expense,Advertising,USD,2022,Actuals
Sep,-1798103,Payroll Expense,Advertising,USD,2022,Actuals
Apr,-2790604,Payroll Expense,Advertising,USD,2022,Actuals
Aug,-3056599,Payroll Expense,Advertising,USD,2022,Actuals
Dec,-214592,Travel & Entertainment Expense,Advertising,USD,2022,Actuals
Feb,-157072,Travel & Entertainment Expense,Advertising,USD,2022,Actuals
Jan,-240447,Travel & Entertainment Expense,Advertising,USD,2022,Actuals
Jul,-266862,Travel & Entertainment Expense,Advertising,USD,2022,Actuals
Jun,-238586,Travel & Entertainment Expense,Advertising,USD,2022,Actuals
Mar,-183016,Travel & Entertainment Expense,Advertising,USD,2022,Actuals
May,-239007,Travel & Entertainment Expense,Advertising,USD,2022,Actuals
Nov,-275592,Travel & Entertainment Expense,Advertising,USD,2022,Actuals
Oct,-144601,Travel & Entertainment Expense,Advertising,USD,2022,Actuals
Sep,-188419,Travel & Entertainment Expense,Advertising,USD,2022,Actuals
Apr,-241630,Travel & Entertainment Expense,Advertising,USD,2022,Actuals
Aug,-274476,Travel & Entertainment Expense,Advertising,USD,2022,Actuals
Dec,-876587,R&D Expense,Advertising,USD,2022,Actuals
Feb,-610923,R&D Expense,Advertising,USD,2022,Actuals
Jan,-796397,R&D Expense,Advertising,USD,2022,Actuals
Jul,-1093311,R&D Expense,Advertising,USD,2022,Actuals
Jun,-882471,R&D Expense,Advertising,USD,2022,Actuals
Mar,-729783,R&D Expense,Advertising,USD,2022,Actuals
May,-1012763,R&D Expense,Advertising,USD,2022,Actuals
Nov,-1127220,R&D Expense,Advertising,USD,2022,Actuals
Oct,-582618,R&D Expense,Advertising,USD,2022,Actuals
Sep,-686706,R&D Expense,Advertising,USD,2022,Actuals
Apr,-913075,R&D Expense,Advertising,USD,2022,Actuals
Aug,-1137735,R&D Expense,Advertising,USD,2022,Actuals
Dec,-1249787,Consulting Expense,Advertising,USD,2022,Actuals
Feb,-811310,Consulting Expense,Advertising,USD,2022,Actuals
Jan,-1199233,Consulting Expense,Advertising,USD,2022,Actuals
Jul,-1285049,Consulting Expense,Advertising,USD,2022,Actuals
Jun,-1034607,Consulting Expense,Advertising,USD,2022,Actuals
Mar,-900254,Consulting Expense,Advertising,USD,2022,Actuals
May,-1151854,Consulting Expense,Advertising,USD,2022,Actuals
Nov,-1549744,Consulting Expense,Advertising,USD,2022,Actuals
Oct,-705238,Consulting Expense,Advertising,USD,2022,Actuals
Sep,-866477,Consulting Expense,Advertising,USD,2022,Actuals
Apr,-1164976,Consulting Expense,Advertising,USD,2022,Actuals
Aug,-1518350,Consulting Expense,Advertising,USD,2022,Actuals
Dec,-1761373,Software/Hardware Expense,Advertising,USD,2022,Actuals
Feb,-1126211,Software/Hardware Expense,Advertising,USD,2022,Actuals
Jan,-1445011,Software/Hardware Expense,Advertising,USD,2022,Actuals
Jul,-1588028,Software/Hardware Expense,Advertising,USD,2022,Actuals
Jun,-1482785,Software/Hardware Expense,Advertising,USD,2022,Actuals
Mar,-1306570,Software/Hardware Expense,Advertising,USD,2022,Actuals
May,-1539232,Software/Hardware Expense,Advertising,USD,2022,Actuals
Nov,-2083925,Software/Hardware Expense,Advertising,USD,2022,Actuals
Oct,-1107308,Software/Hardware Expense,Advertising,USD,2022,Actuals
Sep,-1288625,Software/Hardware Expense,Advertising,USD,2022,Actuals
Apr,-1839960,Software/Hardware Expense,Advertising,USD,2022,Actuals
Aug,-1880876,Software/Hardware Expense,Advertising,USD,2022,Actuals
Dec,-494276,Marketing Expense,Advertising,USD,2022,Actuals
Feb,-304699,Marketing Expense,Advertising,USD,2022,Actuals
Jan,-420494,Marketing Expense,Advertising,USD,2022,Actuals
Jul,-497618,Marketing Expense,Advertising,USD,2022,Actuals
Jun,-404189,Marketing Expense,Advertising,USD,2022,Actuals
Mar,-395657,Marketing Expense,Advertising,USD,2022,Actuals
May,-522262,Marketing Expense,Advertising,USD,2022,Actuals
Nov,-589065,Marketing Expense,Advertising,USD,2022,Actuals
Oct,-275373,Marketing Expense,Advertising,USD,2022,Actuals
Sep,-321370,Marketing Expense,Advertising,USD,2022,Actuals
Apr,-479567,Marketing Expense,Advertising,USD,2022,Actuals
Aug,-499475,Marketing Expense,Advertising,USD,2022,Actuals
Dec,30711420.6,Sales,Hardware,USD,2022,Actuals
Feb,19731611.34,Sales,Hardware,USD,2022,Actuals
Jan,30551931.54,Sales,Hardware,USD,2022,Actuals
Jul,31473041.16,Sales,Hardware,USD,2022,Actuals
Jun,25896509.45,Sales,Hardware,USD,2022,Actuals
Mar,24279792.32,Sales,Hardware,USD,2022,Actuals
May,26312395.76,Sales,Hardware,USD,2022,Actuals
Nov,30059518.83,Sales,Hardware,USD,2022,Actuals
Oct,24611380.4,Sales,Hardware,USD,2022,Actuals
Sep,21153260.4,Sales,Hardware,USD,2022,Actuals
Apr,35090166.8,Sales,Hardware,USD,2022,Actuals
Aug,27424404.48,Sales,Hardware,USD,2022,Actuals
Dec,-15312570,Cost of Goods Sold,Hardware,USD,2022,Actuals
Feb,-9286529,Cost of Goods Sold,Hardware,USD,2022,Actuals
Jan,-13819091,Cost of Goods Sold,Hardware,USD,2022,Actuals
Jul,-15410493,Cost of Goods Sold,Hardware,USD,2022,Actuals
Jun,-11801803,Cost of Goods Sold,Hardware,USD,2022,Actuals
Mar,-10933750,Cost of Goods Sold,Hardware,USD,2022,Actuals
May,-12543885,Cost of Goods Sold,Hardware,USD,2022,Actuals
Nov,-12874137,Cost of Goods Sold,Hardware,USD,2022,Actuals
Oct,-10416735,Cost of Goods Sold,Hardware,USD,2022,Actuals
Sep,-8667400,Cost of Goods Sold,Hardware,USD,2022,Actuals
Apr,-15827962,Cost of Goods Sold,Hardware,USD,2022,Actuals
Aug,-12281930,Cost of Goods Sold,Hardware,USD,2022,Actuals
Dec,-1252426,Commissions Expense,Hardware,USD,2022,Actuals
Feb,-942250,Commissions Expense,Hardware,USD,2022,Actuals
Jan,-1369961,Commissions Expense,Hardware,USD,2022,Actuals
Jul,-1418412,Commissions Expense,Hardware,USD,2022,Actuals
Jun,-1202899,Commissions Expense,Hardware,USD,2022,Actuals
Mar,-1067439,Commissions Expense,Hardware,USD,2022,Actuals
May,-1266063,Commissions Expense,Hardware,USD,2022,Actuals
Nov,-1394203,Commissions Expense,Hardware,USD,2022,Actuals
Oct,-1025165,Commissions Expense,Hardware,USD,2022,Actuals
Sep,-922278,Commissions Expense,Hardware,USD,2022,Actuals
Apr,-1630125,Commissions Expense,Hardware,USD,2022,Actuals
Aug,-1366956,Commissions Expense,Hardware,USD,2022,Actuals
Dec,-3338330,Payroll Expense,Hardware,USD,2022,Actuals
Feb,-2300612,Payroll Expense,Hardware,USD,2022,Actuals
Jan,-3344503,Payroll Expense,Hardware,USD,2022,Actuals
Jul,-3546969,Payroll Expense,Hardware,USD,2022,Actuals
Jun,-2947517,Payroll Expense,Hardware,USD,2022,Actuals
Mar,-2595976,Payroll Expense,Hardware,USD,2022,Actuals
May,-3167287,Payroll Expense,Hardware,USD,2022,Actuals
Nov,-3473277,Payroll Expense,Hardware,USD,2022,Actuals
Oct,-2506235,Payroll Expense,Hardware,USD,2022,Actuals
Sep,-2552955,Payroll Expense,Hardware,USD,2022,Actuals
Apr,-3778056,Payroll Expense,Hardware,USD,2022,Actuals
Aug,-2816091,Payroll Expense,Hardware,USD,2022,Actuals
Dec,-313283,Travel & Entertainment Expense,Hardware,USD,2022,Actuals
Feb,-244628,Travel & Entertainment Expense,Hardware,USD,2022,Actuals
Jan,-338744,Travel & Entertainment Expense,Hardware,USD,2022,Actuals
Jul,-327018,Travel & Entertainment Expense,Hardware,USD,2022,Actuals
Jun,-260911,Travel & Entertainment Expense,Hardware,USD,2022,Actuals
Mar,-271723,Travel & Entertainment Expense,Hardware,USD,2022,Actuals
May,-300962,Travel & Entertainment Expense,Hardware,USD,2022,Actuals
Nov,-322986,Travel & Entertainment Expense,Hardware,USD,2022,Actuals
Oct,-300466,Travel & Entertainment Expense,Hardware,USD,2022,Actuals
Sep,-259047,Travel & Entertainment Expense,Hardware,USD,2022,Actuals
Apr,-354541,Travel & Entertainment Expense,Hardware,USD,2022,Actuals
Aug,-336207,Travel & Entertainment Expense,Hardware,USD,2022,Actuals
Dec,-1486638,R&D Expense,Hardware,USD,2022,Actuals
Feb,-973887,R&D Expense,Hardware,USD,2022,Actuals
Jan,-1468744,R&D Expense,Hardware,USD,2022,Actuals
Jul,-1470777,R&D Expense,Hardware,USD,2022,Actuals
Jun,-1206283,R&D Expense,Hardware,USD,2022,Actuals
Mar,-1032242,R&D Expense,Hardware,USD,2022,Actuals
May,-1287760,R&D Expense,Hardware,USD,2022,Actuals
Nov,-1379202,R&D Expense,Hardware,USD,2022,Actuals
Oct,-1104742,R&D Expense,Hardware,USD,2022,Actuals
Sep,-1025992,R&D Expense,Hardware,USD,2022,Actuals
Apr,-1717271,R&D Expense,Hardware,USD,2022,Actuals
Aug,-1246641,R&D Expense,Hardware,USD,2022,Actuals
Dec,-1833600,Consulting Expense,Hardware,USD,2022,Actuals
Feb,-1089178,Consulting Expense,Hardware,USD,2022,Actuals
Jan,-1633292,Consulting Expense,Hardware,USD,2022,Actuals
Jul,-1683014,Consulting Expense,Hardware,USD,2022,Actuals
Jun,-1538962,Consulting Expense,Hardware,USD,2022,Actuals
Mar,-1472323,Consulting Expense,Hardware,USD,2022,Actuals
May,-1473412,Consulting Expense,Hardware,USD,2022,Actuals
Nov,-1689964,Consulting Expense,Hardware,USD,2022,Actuals
Oct,-1300291,Consulting Expense,Hardware,USD,2022,Actuals
Sep,-1129867,Consulting Expense,Hardware,USD,2022,Actuals
Apr,-2057777,Consulting Expense,Hardware,USD,2022,Actuals
Aug,-1385482,Consulting Expense,Hardware,USD,2022,Actuals
Dec,-2421145,Software/Hardware Expense,Hardware,USD,2022,Actuals
Feb,-1464050,Software/Hardware Expense,Hardware,USD,2022,Actuals
Jan,-2276556,Software/Hardware Expense,Hardware,USD,2022,Actuals
Jul,-2509070,Software/Hardware Expense,Hardware,USD,2022,Actuals
Jun,-2087858,Software/Hardware Expense,Hardware,USD,2022,Actuals
Mar,-2030413,Software/Hardware Expense,Hardware,USD,2022,Actuals
May,-2279559,Software/Hardware Expense,Hardware,USD,2022,Actuals
Nov,-2628526,Software/Hardware Expense,Hardware,USD,2022,Actuals
Oct,-2006400,Software/Hardware Expense,Hardware,USD,2022,Actuals
Sep,-1498973,Software/Hardware Expense,Hardware,USD,2022,Actuals
Apr,-2759580,Software/Hardware Expense,Hardware,USD,2022,Actuals
Aug,-2137231,Software/Hardware Expense,Hardware,USD,2022,Actuals
Dec,-720295,Marketing Expense,Hardware,USD,2022,Actuals
Feb,-401978,Marketing Expense,Hardware,USD,2022,Actuals
Jan,-661654,Marketing Expense,Hardware,USD,2022,Actuals
Jul,-699474,Marketing Expense,Hardware,USD,2022,Actuals
Jun,-536085,Marketing Expense,Hardware,USD,2022,Actuals
Mar,-494551,Marketing Expense,Hardware,USD,2022,Actuals
May,-547250,Marketing Expense,Hardware,USD,2022,Actuals
Nov,-629658,Marketing Expense,Hardware,USD,2022,Actuals
Oct,-554075,Marketing Expense,Hardware,USD,2022,Actuals
Sep,-490459,Marketing Expense,Hardware,USD,2022,Actuals
Apr,-729508,Marketing Expense,Hardware,USD,2022,Actuals
Aug,-582080,Marketing Expense,Hardware,USD,2022,Actuals
Dec,87036633,Sales,Software,USD,2023,Budget
Feb,99687807,Sales,Software,USD,2023,Budget
Jan,89862727,Sales,Software,USD,2023,Budget
Jul,76348472,Sales,Software,USD,2023,Budget
Jun,51637163,Sales,Software,USD,2023,Budget
Mar,99378570,Sales,Software,USD,2023,Budget
May,83758431,Sales,Software,USD,2023,Budget
Nov,95750606,Sales,Software,USD,2023,Budget
Oct,83886832,Sales,Software,USD,2023,Budget
Sep,80081331,Sales,Software,USD,2023,Budget
Apr,55271910,Sales,Software,USD,2023,Budget
Aug,66086281,Sales,Software,USD,2023,Budget
Dec,-36256184,Cost of Goods Sold,Software,USD,2023,Budget
Feb,-39921367,Cost of Goods Sold,Software,USD,2023,Budget
Jan,-39040130,Cost of Goods Sold,Software,USD,2023,Budget
Jul,-31073960,Cost of Goods Sold,Software,USD,2023,Budget
Jun,-24992558,Cost of Goods Sold,Software,USD,2023,Budget
Mar,-45671498,Cost of Goods Sold,Software,USD,2023,Budget
May,-39706126,Cost of Goods Sold,Software,USD,2023,Budget
Nov,-45131670,Cost of Goods Sold,Software,USD,2023,Budget
Oct,-35019709,Cost of Goods Sold,Software,USD,2023,Budget
Sep,-33718513,Cost of Goods Sold,Software,USD,2023,Budget
Apr,-25801859,Cost of Goods Sold,Software,USD,2023,Budget
Aug,-27470867,Cost of Goods Sold,Software,USD,2023,Budget
Dec,-3920259,Commissions Expense,Software,USD,2023,Budget
Feb,-4730507,Commissions Expense,Software,USD,2023,Budget
Jan,-4014208,Commissions Expense,Software,USD,2023,Budget
Jul,-3369016,Commissions Expense,Software,USD,2023,Budget
Jun,-2165366,Commissions Expense,Software,USD,2023,Budget
Mar,-4051116,Commissions Expense,Software,USD,2023,Budget
May,-3788314,Commissions Expense,Software,USD,2023,Budget
Nov,-4757153,Commissions Expense,Software,USD,2023,Budget
Oct,-3974617,Commissions Expense,Software,USD,2023,Budget
Sep,-3799113,Commissions Expense,Software,USD,2023,Budget
Apr,-2388743,Commissions Expense,Software,USD,2023,Budget
Aug,-2871769,Commissions Expense,Software,USD,2023,Budget
Dec,-9218680,Payroll Expense,Software,USD,2023,Budget
Feb,-11563467,Payroll Expense,Software,USD,2023,Budget
Jan,-11164524,Payroll Expense,Software,USD,2023,Budget
Jul,-8308362,Payroll Expense,Software,USD,2023,Budget
Jun,-6336226,Payroll Expense,Software,USD,2023,Budget
Mar,-10590962,Payroll Expense,Software,USD,2023,Budget
May,-10201147,Payroll Expense,Software,USD,2023,Budget
Nov,-11039826,Payroll Expense,Software,USD,2023,Budget
Oct,-9069604,Payroll Expense,Software,USD,2023,Budget
Sep,-9552167,Payroll Expense,Software,USD,2023,Budget
Apr,-6628891,Payroll Expense,Software,USD,2023,Budget
Aug,-8049766,Payroll Expense,Software,USD,2023,Budget
Dec,-1058724,Travel & Entertainment Expense,Software,USD,2023,Budget
Feb,-1205019,Travel & Entertainment Expense,Software,USD,2023,Budget
Jan,-903966,Travel & Entertainment Expense,Software,USD,2023,Budget
Jul,-766242,Travel & Entertainment Expense,Software,USD,2023,Budget
Jun,-595479,Travel & Entertainment Expense,Software,USD,2023,Budget
Mar,-1010356,Travel & Entertainment Expense,Software,USD,2023,Budget
May,-1015796,Travel & Entertainment Expense,Software,USD,2023,Budget
Nov,-1058471,Travel & Entertainment Expense,Software,USD,2023,Budget
Oct,-1022303,Travel & Entertainment Expense,Software,USD,2023,Budget
Sep,-951950,Travel & Entertainment Expense,Software,USD,2023,Budget
Apr,-636949,Travel & Entertainment Expense,Software,USD,2023,Budget
Aug,-750665,Travel & Entertainment Expense,Software,USD,2023,Budget
Dec,-3894310,R&D Expense,Software,USD,2023,Budget
Feb,-4147710,R&D Expense,Software,USD,2023,Budget
Jan,-3929016,R&D Expense,Software,USD,2023,Budget
Jul,-3614931,R&D Expense,Software,USD,2023,Budget
Jun,-2130630,R&D Expense,Software,USD,2023,Budget
Mar,-4445473,R&D Expense,Software,USD,2023,Budget
May,-3896549,R&D Expense,Software,USD,2023,Budget
Nov,-4366391,R&D Expense,Software,USD,2023,Budget
Oct,-3741844,R&D Expense,Software,USD,2023,Budget
Sep,-3888537,R&D Expense,Software,USD,2023,Budget
Apr,-2698906,R&D Expense,Software,USD,2023,Budget
Aug,-2980311,R&D Expense,Software,USD,2023,Budget
Dec,-4982632,Consulting Expense,Software,USD,2023,Budget
Feb,-6089746,Consulting Expense,Software,USD,2023,Budget
Jan,-5487234,Consulting Expense,Software,USD,2023,Budget
Jul,-4640076,Consulting Expense,Software,USD,2023,Budget
Jun,-2792253,Consulting Expense,Software,USD,2023,Budget
Mar,-5750018,Consulting Expense,Software,USD,2023,Budget
May,-4958093,Consulting Expense,Software,USD,2023,Budget
Nov,-5050221,Consulting Expense,Software,USD,2023,Budget
Oct,-4724399,Consulting Expense,Software,USD,2023,Budget
Sep,-4767705,Consulting Expense,Software,USD,2023,Budget
Apr,-3304967,Consulting Expense,Software,USD,2023,Budget
Aug,-3464963,Consulting Expense,Software,USD,2023,Budget
Dec,-6140271,Software/Hardware Expense,Software,USD,2023,Budget
Feb,-7286160,Software/Hardware Expense,Software,USD,2023,Budget
Jan,-7158940,Software/Hardware Expense,Software,USD,2023,Budget
Jul,-5679051,Software/Hardware Expense,Software,USD,2023,Budget
Jun,-3616980,Software/Hardware Expense,Software,USD,2023,Budget
Mar,-7691904,Software/Hardware Expense,Software,USD,2023,Budget
May,-6604421,Software/Hardware Expense,Software,USD,2023,Budget
Nov,-7841981,Software/Hardware Expense,Software,USD,2023,Budget
Oct,-5999913,Software/Hardware Expense,Software,USD,2023,Budget
Sep,-5618855,Software/Hardware Expense,Software,USD,2023,Budget
Apr,-4033310,Software/Hardware Expense,Software,USD,2023,Budget
Aug,-5089930,Software/Hardware Expense,Software,USD,2023,Budget
Dec,-2002915,Marketing Expense,Software,USD,2023,Budget
Feb,-2443588,Marketing Expense,Software,USD,2023,Budget
Jan,-1991503,Marketing Expense,Software,USD,2023,Budget
Jul,-1616405,Marketing Expense,Software,USD,2023,Budget
Jun,-1036044,Marketing Expense,Software,USD,2023,Budget
Mar,-2092138,Marketing Expense,Software,USD,2023,Budget
May,-2079479,Marketing Expense,Software,USD,2023,Budget
Nov,-2018243,Marketing Expense,Software,USD,2023,Budget
Oct,-1693056,Marketing Expense,Software,USD,2023,Budget
Sep,-1843345,Marketing Expense,Software,USD,2023,Budget
Apr,-1127262,Marketing Expense,Software,USD,2023,Budget
Aug,-1643097,Marketing Expense,Software,USD,2023,Budget
Dec,23499890.91,Sales,Advertising,USD,2023,Budget
Feb,21931317.54,Sales,Advertising,USD,2023,Budget
Jan,23364309.02,Sales,Advertising,USD,2023,Budget
Jul,15269694.4,Sales,Advertising,USD,2023,Budget
Jun,14974777.27,Sales,Advertising,USD,2023,Budget
Mar,19875714,Sales,Advertising,USD,2023,Budget
May,20102023.44,Sales,Advertising,USD,2023,Budget
Nov,28725181.8,Sales,Advertising,USD,2023,Budget
Oct,18455103.04,Sales,Advertising,USD,2023,Budget
Sep,20821146.06,Sales,Advertising,USD,2023,Budget
Apr,14923415.7,Sales,Advertising,USD,2023,Budget
Aug,17843295.87,Sales,Advertising,USD,2023,Budget
Dec,-10440153,Cost of Goods Sold,Advertising,USD,2023,Budget
Feb,-9977447,Cost of Goods Sold,Advertising,USD,2023,Budget
Jan,-9770870,Cost of Goods Sold,Advertising,USD,2023,Budget
Jul,-6527053,Cost of Goods Sold,Advertising,USD,2023,Budget
Jun,-6705472,Cost of Goods Sold,Advertising,USD,2023,Budget
Mar,-9318571,Cost of Goods Sold,Advertising,USD,2023,Budget
May,-10040815,Cost of Goods Sold,Advertising,USD,2023,Budget
Nov,-12960586,Cost of Goods Sold,Advertising,USD,2023,Budget
Oct,-8754005,Cost of Goods Sold,Advertising,USD,2023,Budget
Sep,-8598615,Cost of Goods Sold,Advertising,USD,2023,Budget
Apr,-7177432,Cost of Goods Sold,Advertising,USD,2023,Budget
Aug,-7338883,Cost of Goods Sold,Advertising,USD,2023,Budget
Dec,-1173809,Commissions Expense,Advertising,USD,2023,Budget
Feb,-906026,Commissions Expense,Advertising,USD,2023,Budget
Jan,-998448,Commissions Expense,Advertising,USD,2023,Budget
Jul,-621806,Commissions Expense,Advertising,USD,2023,Budget
Jun,-723954,Commissions Expense,Advertising,USD,2023,Budget
Mar,-816425,Commissions Expense,Advertising,USD,2023,Budget
May,-898385,Commissions Expense,Advertising,USD,2023,Budget
Nov,-1292991,Commissions Expense,Advertising,USD,2023,Budget
Oct,-855672,Commissions Expense,Advertising,USD,2023,Budget
Sep,-920749,Commissions Expense,Advertising,USD,2023,Budget
Apr,-657707,Commissions Expense,Advertising,USD,2023,Budget
Aug,-778231,Commissions Expense,Advertising,USD,2023,Budget
Dec,-2746179,Payroll Expense,Advertising,USD,2023,Budget
Feb,-2305377,Payroll Expense,Advertising,USD,2023,Budget
Jan,-2858483,Payroll Expense,Advertising,USD,2023,Budget
Jul,-1695552,Payroll Expense,Advertising,USD,2023,Budget
Jun,-1703752,Payroll Expense,Advertising,USD,2023,Budget
Mar,-2131212,Payroll Expense,Advertising,USD,2023,Budget
May,-2085973,Payroll Expense,Advertising,USD,2023,Budget
Nov,-3239804,Payroll Expense,Advertising,USD,2023,Budget
Oct,-2071414,Payroll Expense,Advertising,USD,2023,Budget
Sep,-2327015,Payroll Expense,Advertising,USD,2023,Budget
Apr,-1590327,Payroll Expense,Advertising,USD,2023,Budget
Aug,-1788917,Payroll Expense,Advertising,USD,2023,Budget
Dec,-280685,Travel & Entertainment Expense,Advertising,USD,2023,Budget
Feb,-244889,Travel & Entertainment Expense,Advertising,USD,2023,Budget
Jan,-285338,Travel & Entertainment Expense,Advertising,USD,2023,Budget
Jul,-178305,Travel & Entertainment Expense,Advertising,USD,2023,Budget
Jun,-161345,Travel & Entertainment Expense,Advertising,USD,2023,Budget
Mar,-233148,Travel & Entertainment Expense,Advertising,USD,2023,Budget
May,-244687,Travel & Entertainment Expense,Advertising,USD,2023,Budget
Nov,-305055,Travel & Entertainment Expense,Advertising,USD,2023,Budget
Oct,-226447,Travel & Entertainment Expense,Advertising,USD,2023,Budget
Sep,-243644,Travel & Entertainment Expense,Advertising,USD,2023,Budget
Apr,-166561,Travel & Entertainment Expense,Advertising,USD,2023,Budget
Aug,-192708,Travel & Entertainment Expense,Advertising,USD,2023,Budget
Dec,-1079897,R&D Expense,Advertising,USD,2023,Budget
Feb,-1042954,R&D Expense,Advertising,USD,2023,Budget
Jan,-1031961,R&D Expense,Advertising,USD,2023,Budget
Jul,-719835,R&D Expense,Advertising,USD,2023,Budget
Jun,-736400,R&D Expense,Advertising,USD,2023,Budget
Mar,-920646,R&D Expense,Advertising,USD,2023,Budget
May,-848528,R&D Expense,Advertising,USD,2023,Budget
Nov,-1401315,R&D Expense,Advertising,USD,2023,Budget
Oct,-844418,R&D Expense,Advertising,USD,2023,Budget
Sep,-847120,R&D Expense,Advertising,USD,2023,Budget
Apr,-731175,R&D Expense,Advertising,USD,2023,Budget
Aug,-881777,R&D Expense,Advertising,USD,2023,Budget
Dec,-1191231,Consulting Expense,Advertising,USD,2023,Budget
Feb,-1234525,Consulting Expense,Advertising,USD,2023,Budget
Jan,-1170898,Consulting Expense,Advertising,USD,2023,Budget
Jul,-907610,Consulting Expense,Advertising,USD,2023,Budget
Jun,-922198,Consulting Expense,Advertising,USD,2023,Budget
Mar,-1172371,Consulting Expense,Advertising,USD,2023,Budget
May,-1051436,Consulting Expense,Advertising,USD,2023,Budget
Nov,-1699048,Consulting Expense,Advertising,USD,2023,Budget
Oct,-945986,Consulting Expense,Advertising,USD,2023,Budget
Sep,-1254550,Consulting Expense,Advertising,USD,2023,Budget
Apr,-753727,Consulting Expense,Advertising,USD,2023,Budget
Aug,-961198,Consulting Expense,Advertising,USD,2023,Budget
Dec,-1754241,Software/Hardware Expense,Advertising,USD,2023,Budget
Feb,-1788979,Software/Hardware Expense,Advertising,USD,2023,Budget
Jan,-1980716,Software/Hardware Expense,Advertising,USD,2023,Budget
Jul,-1127643,Software/Hardware Expense,Advertising,USD,2023,Budget
Jun,-1239582,Software/Hardware Expense,Advertising,USD,2023,Budget
Mar,-1719915,Software/Hardware Expense,Advertising,USD,2023,Budget
May,-1502513,Software/Hardware Expense,Advertising,USD,2023,Budget
Nov,-2454975,Software/Hardware Expense,Advertising,USD,2023,Budget
Oct,-1372656,Software/Hardware Expense,Advertising,USD,2023,Budget
Sep,-1526398,Software/Hardware Expense,Advertising,USD,2023,Budget
Apr,-1088499,Software/Hardware Expense,Advertising,USD,2023,Budget
Aug,-1387114,Software/Hardware Expense,Advertising,USD,2023,Budget
Dec,-493044,Marketing Expense,Advertising,USD,2023,Budget
Feb,-505261,Marketing Expense,Advertising,USD,2023,Budget
Jan,-566582,Marketing Expense,Advertising,USD,2023,Budget
Jul,-310930,Marketing Expense,Advertising,USD,2023,Budget
Jun,-305741,Marketing Expense,Advertising,USD,2023,Budget
Mar,-426912,Marketing Expense,Advertising,USD,2023,Budget
May,-432583,Marketing Expense,Advertising,USD,2023,Budget
Nov,-629706,Marketing Expense,Advertising,USD,2023,Budget
Oct,-412281,Marketing Expense,Advertising,USD,2023,Budget
Sep,-433517,Marketing Expense,Advertising,USD,2023,Budget
Apr,-323456,Marketing Expense,Advertising,USD,2023,Budget
Aug,-427699,Marketing Expense,Advertising,USD,2023,Budget
Dec,34814653.2,Sales,Hardware,USD,2023,Budget
Feb,35887610.52,Sales,Hardware,USD,2023,Budget
Jan,33249208.99,Sales,Hardware,USD,2023,Budget
Jul,25958480.48,Sales,Hardware,USD,2023,Budget
Jun,18073007.05,Sales,Hardware,USD,2023,Budget
Mar,29813571,Sales,Hardware,USD,2023,Budget
May,25127529.3,Sales,Hardware,USD,2023,Budget
Nov,31597699.98,Sales,Hardware,USD,2023,Budget
Oct,26843786.24,Sales,Hardware,USD,2023,Budget
Sep,24024399.3,Sales,Hardware,USD,2023,Budget
Apr,16581573,Sales,Hardware,USD,2023,Budget
Aug,24451923.97,Sales,Hardware,USD,2023,Budget
Dec,-14012331,Cost of Goods Sold,Hardware,USD,2023,Budget
Feb,-17879670,Cost of Goods Sold,Hardware,USD,2023,Budget
Jan,-14119263,Cost of Goods Sold,Hardware,USD,2023,Budget
